tabled_Innskudd,tabled_Antall eiere,tabled_Hjuldrift,tabled_1. gang registrert,tabled_Antall seter,tabled_Drivstoff,title,tabled_Antall dører,tabled_Bilen står i,tabled_Reg.nr.,tabled_Salgsform,tabled_Avgiftsklasse,price,tabled_Str. lasterom,tabled_Km.stand,place,tabled_Årsmodell,tabled_CO2 utslipp,tabled_Hjuldriftnavn,tabled_Karosseri,tabled_Årsavgift,tabled_Pris eks omreg,tabled_Vekt,tabled_Girkasse,tabled_Fargebeskrivelse,tabled_Farge,tabled_Omregistrering,id,tabled_Forrige pris,tabled_Effekt,tabled_Sylindervolum,tabled_Interiørfarge
,,Firehjulsdrift,04.04.2003,5,Diesel,Volkswagen Touareg,5,Norge,PA17971,Bruktbil til salgs,Personbil,149000,,262200,1661 Rolvsøy,2003,,,SUV/Offroad,Inklusiv,147431,2 449 kg,Automat,,Svart,1569,98365246,,313,"4,9 l",Sort skinn
,1,Forhjulsdrift,16.10.2014,5,Elektrisitet,Nissan Leaf,5,Norge,,Bruktbil til salgs,Personbil,152000,,45400,5538 Haugesund,2014,,,Sedan,Ikke inklusiv,,,Automat,Hvit Metallic,Hvit,Inklusiv,98365250,,109,0 l,Svart
,,Bakhjulsdrift,12.10.2016,5,Bensin,Mercedes-Benz E-Klasse,5,Norge,PR38369,Bruktbil til salgs,Personbil,709000,,21000,4621 Kristiansand,2017,,,Stasjonsvogn,Ikke inklusiv,702936,1 635 kg,Automat,197  Obsidian Black Metallic,Svart,6064,98365240,,184,2 l,601  Sort Delskinn/Alcantara
"29 900,-",1,Forhjulsdrift,12.06.2017,5,Elektrisitet,Nissan Leaf,5,Norge,,Leasing,Personbil,2990,350 l,250,1400 Ski,2017,,,Kombi 5-dørs,,,,Automat,Black Metallic,Svart,Fritatt,98365184,,109,,Sort
,1,Forhjulsdrift,02.05.2014,5,Bensin,Volkswagen Passat,5,Norge,,Bruktbil til salgs,Personbil,229000,,94000,1801 Askim,2014,,,Stasjonsvogn,Ikke inklusiv,222936,1 432 kg,Automat,DYP SORT PERLMET.,Svart,6064,98365182,,122,"1,4 l",SORT
,1,Forhjulsdrift,27.02.2014,3,Diesel,Ford Transit Connect,4,Norge,,Bruktbil til salgs,Varebil,99000,,157256,4340 Bryne,2014,,,Kasse,Ikke inklusiv,97013,1 431 kg,Manuell,Deep Impact Blue,Blå,1987,98365209,,95,"1,6 l",Route Charcoal
,,Forhjulsdrift,10.08.2015,3,Diesel,Mercedes-Benz Vito,5,Norge,UR93933,Bruktbil til salgs,Varebil,289000,,36886,6422 Molde,2015,,,Kasse,Ikke inklusiv,287013,1 881 kg,Manuell,Hvit,Hvit,1987,98365195,,114,"1,6 l",Sort
,5,Forhjulsdrift,27.05.1998,5,Bensin,Peugeot 406,5,Norge,DJ42225,Bruktbil til salgs,Personbil,10569,,204000,2209 Kongsvinger,1998,,,Stasjonsvogn,Inklusiv,9000,1 310 kg,Manuell,,Grønn,1569,98364536,,110,"1,8 l",
,,Forhjulsdrift,22.02.2013,5,Diesel,Mercedes-Benz A-Klasse,5,Norge,,Bruktbil til salgs,Personbil,229000,341 l,46723,3400 Lier,2013,,,Kombi 5-dørs,Ikke inklusiv,225340,1 400 kg,Automat,,Grå,3660,98365170,,136,"1,8 l",
,,Bakhjulsdrift,27.01.2012,3,Diesel,Iveco Daily,,Norge,,Bruktbil til salgs,Varebil,145000,,42532,7340 Oppdal,2012,,,Kasse,Ikke inklusiv,143745,2 185 kg,Manuell,,Hvit,1255,98365076,,136,"2,3 l",
,2,Forhjulsdrift,31.07.2014,5,Diesel,Volvo V60,5,Norge,VH63669,Bruktbil til salgs,Personbil,419000,,41000,6823 Sandane,2015,,,Stasjonsvogn,Inklusiv,412936,1 527 kg,Automat,Savillegrå,Grå,6064,95634380,"429 000,-",181,2 l,Sort skinn
,1,Firehjulsdrift,,5,Elektrisitet+bensin,Mitsubishi Outlander,5,Norge,,Bruktbil til salgs,Personbil,299000,,42000,7000 Trondheim,2014,,,SUV/Offroad,Ikke inklusiv,,,Automat,Amethyst Black,Svart,Fritatt,98364896,,202,2 l,Svart
,1,Firehjulsdrift,17.06.2014,5,Diesel,Kia Sportage,5,Norge,KT87951,Bruktbil til salgs,Personbil,368900,564 l,33014,3300 Hokksund,2014,,,SUV/Offroad,Ikke inklusiv,362836,1 601 kg,Automat,Brun Met.,Brun,6064,98364998,,136,2 l,Sort Skinn
,,Firehjulsdrift,11.01.2017,5,Bensin,Mercedes-Benz GLE,,Norge,as50932,Bruktbil til salgs,Personbil,1325000,,9000,1621 Gressvik,2017,,,SUV/Offroad,Inklusiv,1318936,,Automat,Obsidian black,Svart,6064,98362585,,367,,Svart
,1,Forhjulsdrift,01.04.2014,5,Diesel,Volkswagen Touran,5,Norge,,Bruktbil til salgs,Personbil,248000,,75800,1801 Askim,2014,,,Flerbruksbil,Ikke inklusiv,241936,1 481 kg,Automat,DYP SORT PERLMET.,Svart,6064,98364954,,105,"1,6 l",ANTHRAZIT
,1,Firehjulsdrift,19.05.2014,5,Diesel,Volkswagen Tiguan,5,Norge,SD72031,Bruktbil til salgs,Personbil,359900,,35000,5536 Haugesund,2014,,,SUV/Offroad,Ikke inklusiv,353836,1 589 kg,Automat,REFLEXSØLV METALLIC,Sølv,6064,98364962,,140,2 l,SVART
,2,Bakhjulsdrift,24.04.2007,2,Bensin,Chevrolet Corvette,2,Norge,HJ80902,Bruktbil til salgs,Personbil,130000,,100000,4250 Kopervik,1974,,,Coupe,Inklusiv,,1 620 kg,Automat,,Blå,Fritatt,95267351,,300,"5,7 l",
,4,Forhjulsdrift,15.05.2009,5,Diesel,Mazda 6,5,Norge,VH14685,Bruktbil til salgs,Personbil,124990,,84300,2383 Brumunddal,2009,149 g/km,,Stasjonsvogn,Ikke inklusiv,121330,1 500 kg,Manuell,,Grå,3660,98362858,,125,"2,2 l",Svart skinn
,,Firehjulsdrift,30.10.2012,5,Diesel,Mercedes-Benz GLK,,Norge,BS76574,Bruktbil til salgs,Personbil,385000,,97200,4306 Sandnes,2013,,,SUV/Offroad,Ikke inklusiv,381340,1 850 kg,Automat,,Svart,3660,98364890,,170,"2,1 l",
,1,Firehjulsdrift,19.06.2009,9,Diesel,Volkswagen Caravelle,5,Norge,,Bruktbil til salgs,Personbil,299800,960 l,156000,5238 Rådal,2009,,,Flerbruksbil,Ikke inklusiv,296140,1 965 kg,Manuell,black magic perleffekt,Svart,3660,98364872,,131,,Stoffseter
,,Forhjulsdrift,17.02.2014,5,Elektrisitet,Nissan Leaf,5,Norge,,Bruktbil til salgs,Personbil,154750,440 l,86000,7075 Tiller,2014,,,Kombi 5-dørs,Ikke inklusiv,148686,1 430 kg,Automat,Mørk Grå Met.,Grå,6064,98364832,,109,,Grå
,,Firehjulsdrift,27.04.2017,5,Elektrisitet+bensin,Mitsubishi Outlander,5,Norge,,Bruktbil til salgs,Personbil,449000,,500,2740 Roa,2017,,,SUV/Offroad,Ikke inklusiv,,,Automat,Rubin Sort Metallic,Svart,Inklusiv,98364821,,202,0 l,Sort Delskinn/Alcantara
,1,Forhjulsdrift,,5,Elektrisitet,Nissan Leaf,5,Norge,,Nybil til salgs,Personbil,247000,,10,8041 Bodø,2017,,,Kombi 5-dørs,Ikke inklusiv,,,Automat,Bronze Metallic,Brun,Fritatt,98364798,,109,,Sort Skinn
,,Bakhjulsdrift,14.10.2005,5,Diesel,Mercedes-Benz E-Klasse,,Norge,AJ62691,Bruktbil til salgs,Personbil,79000,,261500,4306 Sandnes,2005,,,Sedan,Ikke inklusiv,77431,1 565 kg,Automat,,Svart,1569,98364762,,150,"2,1 l",
,1,Forhjulsdrift,20.04.2012,5,Diesel,Skoda Superb,5,Norge,,Bruktbil til salgs,Personbil,269000,633 l,76100,4344 Bryne,2012,,,Stasjonsvogn,Ikke inklusiv,265340,1 516 kg,Automat,Sølv met,Sølv,3660,98364742,,140,2 l,Sort Skinn / Alcantara
,2,Forhjulsdrift,05.08.2014,5,Diesel,Ford Focus,5,Norge,DP56340,Bruktbil til salgs,Personbil,119064,,146000,4700 Vennesla,2014,124 g/km,,Stasjonsvogn,Ikke inklusiv,113000,1 371 kg,Manuell,,Svart,6064,91452056,,140,2 l,
,,Forhjulsdrift,27.02.2004,5,Bensin,Volkswagen Bora,5,Norge,CV39936,Bruktbil til salgs,Personbil,24000,,211740,1661 Rolvsøy,2004,,,Sedan,Inklusiv,22431,1 215 kg,Manuell,,Blå,1569,98364772,,105,"1,6 l",
,,Bakhjulsdrift,28.07.2004,5,Diesel,Mercedes-Benz C-Klasse,,Norge,DK82750,Bruktbil til salgs,Personbil,35000,,334500,4306 Sandnes,2005,,,Sedan,Ikke inklusiv,33013,1 440 kg,Manuell,,Sølv,1987,98364716,,122,"2,1 l",
,,Firehjulsdrift,11.11.2005,7,Diesel,Mitsubishi Pajero,,Norge,RJ50535,Bruktbil til salgs,Personbil,165000,,195600,4306 Sandnes,2005,,,SUV/Offroad,Ikke inklusiv,163431,2 260 kg,Automat,,Grå,1569,98364674,,160,"3,2 l",
,2,Firehjulsdrift,08.12.2011,5,Diesel,Mercedes-Benz M-Klasse,5,Norge,,Bruktbil til salgs,Personbil,529800,690 l,75710,6022 Ålesund,2012,,,SUV/Offroad,Ikke inklusiv,526140,2 085 kg,Automat,Metallic,Svart,3660,98364692,,204,"2,1 l",Sport Alcantara
,,Forhjulsdrift,22.12.2011,5,Diesel,Volkswagen Passat,,Norge,RK40819,Bruktbil til salgs,Personbil,239000,,67950,4306 Sandnes,2012,,,Stasjonsvogn,Ikke inklusiv,235340,1 526 kg,Automat,,Brun,3660,98364611,,140,2 l,Sort Delskinn Alcantara
,2,Forhjulsdrift,26.07.2007,5,Diesel,Citroen Berlingo,5,Norge,UX55040,Bruktbil til salgs,Personbil,36660,,127368,0683 Oslo,2007,143 g/km,,Stasjonsvogn,Inklusiv,33000,1 240 kg,Manuell,,Grå,3660,93553959,,90,"1,6 l",
,,Forhjulsdrift,13.11.2012,5,Diesel,Volvo V60,5,Norge,RK56317,Bruktbil til salgs,Personbil,229900,430 l,46000,5412 Stord,2013,,,Stasjonsvogn,Ikke inklusiv,226240,1 460 kg,Manuell,Hvit,Hvit,3660,98364623,,114,"1,6 l",Sort
,,Forhjulsdrift,29.07.2011,4,Bensin,Citroen C1,5,Norge,AE31540,Bruktbil til salgs,Personbil,49000,,112450,1661 Rolvsøy,2011,,,Coupe,Inklusiv,46386,805 kg,Manuell,,Svart,2614,98364596,,68,1 l,Grå
,,Bakhjulsdrift,30.08.2012,4,Diesel,BMW 3-serie,3,Norge,,Bruktbil til salgs,Personbil,229000,405 l,120000,8405 Sortland,2009,,,Coupe,Ikke inklusiv,,1 445 kg,Automat,,Blå,Ikke oppgitt,98364527,,177,,
,3,Firehjulsdrift,10.10.2014,5,Bensin,Mitsubishi Lancer,4,Norge,KJ10772,Bruktbil til salgs,Personbil,171569,,198000,3026 Drammen,2002,,AYC\ACD,Sedan,Inklusiv,170000,1 485 kg,Manuell,,Gul,1569,98349983,,287,2 l,Recaro sportseter med semsket delskinn
,,Forhjulsdrift,09.03.2004,5,Bensin,Audi A4,5,Norge,,Bruktbil til salgs,Personbil,26569,442 l,191000,6808 Førde,2004,,,Stasjonsvogn,Inklusiv,25000,1 420 kg,Automat,SØLV,Sølv,1569,98364486,,131,2 l,GRÅTT
,,Forhjulsdrift,29.08.2014,2,Diesel,Volkswagen Caddy,3,Norge,SD75363,Bruktbil til salgs,Varebil,169900,,25000,5536 Haugesund,2015,,,Kasse,Ikke inklusiv,167913,1 343 kg,Manuell,DYP SORT PERL.,Svart,1987,98364418,,102,"1,6 l",STOFF
,,Forhjulsdrift,31.07.2008,5,Diesel,Mazda 6,5,,PD28506,Auksjon,Personbil,56760,,148606,4635 Kristiansand,2008,,,Kombi 5-dørs,Ikke inklusiv,,1 455 kg,Manuell,Sort,Svart,3660,98364301,,140,1 998 l,
,1,Firehjulsdrift,26.01.2016,2,Diesel,Land Rover Discovery,5,Norge,,Bruktbil til salgs,Varebil,609000,,18000,1529 Moss,2016,,,SUV/Offroad,Ikke inklusiv,607013,2 502 kg,Automat,Corris Grey Metallic 1AB,Grå,1987,98364320,,258,3 l,Sort Premium Skinn(Windsor Leather)
,,Forhjulsdrift,06.11.2014,5,Diesel,Volvo V40 Cross Country,5,Norge,,Bruktbil til salgs,Personbil,243000,335 l,50200,2827 Hunndalen,2015,,,Kombi 5-dørs,Ikke inklusiv,236936,1 312 kg,Manuell,Osmium grey met.,Grå,6064,98364325,,114,"1,6 l",Grå
,1,Forhjulsdrift,12.06.2014,5,Diesel,Volvo V40,5,Norge,,Bruktbil til salgs,Personbil,239800,335 l,18515,6022 Ålesund,2015,,,Kombi 5-dørs,Inklusiv,233736,1 291 kg,Manuell,"Is hvit, 614",Hvit,6064,98364268,,114,"1,6 l","Sort, Skinn."
,2,Firehjulsdrift,25.06.2012,5,Diesel,Volvo XC 60,5,Norge,VH42604,Bruktbil til salgs,Personbil,409000,,17900,9060 Lyngseidet,2013,179 g/km,,SUV/Offroad,Inklusiv,,1 729 kg,Automat,Ice White,Hvit,Fritatt,98182335,,215,"2,4 l",Soft Beige XC Skinn
,4,Forhjulsdrift,,5,Bensin,Toyota Carina,4,Norge,KF40988,Bruktbil til salgs,Personbil,20000,,173000,3232 Sandefjord,1992,,,Sedan,Inklusiv,,1 150 kg,Automat,,Beige,Fritatt,97082897,,116,"1,6 l",
,,Forhjulsdrift,30.11.2011,5,Diesel,Alfa Romeo 159,5,Norge,,Bruktbil til salgs,Personbil,129000,445 l,104752,4841 Arendal,2011,,,Stasjonsvogn,Ikke inklusiv,125340,1 530 kg,Manuell,,Svart,3660,98364121,,120,"1,9 l",
,,Forhjulsdrift,22.07.2009,5,Diesel,Audi A4,4,Norge,BR82099,Bruktbil til salgs,Personbil,144000,,145000,9325 Bardufoss,2009,,,Stasjonsvogn,Ikke inklusiv,140340,1 525 kg,Manuell,GRÅ,Sølv,3660,98364109,,120,2 l,
,,Bakhjulsdrift,,5,Diesel,BMW 7-serie,5,,,Auksjon,Personbil,156660,,268000,3170 Sem,2007,,,Sedan,Inklusiv,,1 940 kg,Automat,Sølv,Sølv,3660,98364086,,211,2 993 l,
,2,Forhjulsdrift,15.01.2013,5,Elektrisitet+bensin,Honda Insight,5,Norge,DP17987,Bruktbil til salgs,Personbil,90000,408 l,142000,0684 Oslo,2010,105 g/km,,Kombi 5-dørs,Inklusiv,86340,1 201 kg,Automat,,Grå,3660,98362936,,88,"1,3 l",Svart
,1,Forhjulsdrift,03.01.2012,5,Diesel,Ford Mondeo,5,Norge,,Bruktbil til salgs,Personbil,285000,549 l,89600,4344 Bryne,2012,,,Stasjonsvogn,Ikke inklusiv,281340,1 517 kg,Automat,Sort met,Svart,3660,98364051,,163,2 l,Sort Skinn / Alcantara
,,Forhjulsdrift,17.03.2010,7,Diesel,Peugeot 5008,5,,LY68076,Auksjon,Personbil,110760,,116477,3170 Sem,2010,,,Flerbruksbil,Ikke inklusiv,,1 502 kg,Manuell,Grå,Grå,3660,98364012,,109,1 560 l,
,,Forhjulsdrift,25.03.2014,,Elektrisitet+bensin,Toyota Prius,,Norge,,Bruktbil til salgs,Personbil,199900,,54400,1658 Torp,2014,,,Kombi 3-dørs,Ikke inklusiv,,,Automat,,Hvit,Inklusiv,98364014,,130,0 l,
,1,Forhjulsdrift,28.02.2014,5,Bensin,Toyota Auris,5,Norge,HZ30464,Bruktbil til salgs,Personbil,239000,,43585,2640 Vinstra,2014,,,Stasjonsvogn,Ikke inklusiv,232936,1 335 kg,Automat,Beige,Beige,6064,98364000,,136,"1,8 l",Sort
,,Firehjulsdrift,04.03.2014,5,Diesel,BMW 5-serie,4,Norge,,Bruktbil til salgs,Personbil,419000,520 l,65459,3104 Tønsberg,2014,,,Sedan,Ikke inklusiv,412936,1 730 kg,Automat,Imperialblå metallic,Blå,6064,98363985,,163,2 l,Dakotaskinn Venetobeige
,,Bakhjulsdrift,19.02.1991,10,Diesel,Volvo,1,Norge,,Bruktbil til salgs,Lett lastebil,50000,,850000,1363 Høvik,1991,,,Annet,Ikke inklusiv,,12 420 kg,Manuell,,Hvit,Fritatt,98362521,,273,"9,6 l",Grå med dekor
,1,Forhjulsdrift,21.05.2014,5,Diesel,Volvo V40,5,Norge,XR60610,Bruktbil til salgs,Personbil,209000,335 l,41500,7800 Namsos,2014,,,Kombi 5-dørs,Ikke inklusiv,202936,1 291 kg,Manuell,Ishvit,Hvit,6064,98363946,,114,"1,6 l",Mørk Tøy
,2,Forhjulsdrift,21.02.2022,5,Diesel,Citroen C4,5,Norge,SV43724,Bruktbil til salgs,Personbil,39660,,147116,5217 Hagavik,2008,120 g/km,,Kombi 5-dørs,Inklusiv,36000,1 293 kg,Automat,,Svart,3660,98355102,,109,"1,6 l",
,,Firehjulsdrift,31.10.2016,5,Elektrisitet+bensin,Mitsubishi Outlander,5,Norge,,Bruktbil til salgs,Personbil,409000,,3227,3112 Tønsberg,2016,,,SUV/Offroad,Ikke inklusiv,,1 500 kg,Automat,Anden hvit,Hvit,Fritatt,98363922,,202,2 l,Antrasit skinn
,,Forhjulsdrift,,5,Elektrisitet,Nissan Leaf,5,Norge,,Bruktbil til salgs,Personbil,145000,370 l,12600,1472 Fjellhamar,2015,,,Kombi 5-dørs,Ikke inklusiv,,,Automat,Sølv,Sølv,Fritatt,98363911,,109,,Svart
,1,Forhjulsdrift,17.02.2016,2,Diesel,Volkswagen Caddy,4,Norge,BD95402,Bruktbil til salgs,Varebil,228000,,39215,1363 Høvik,2016,,,Kasse,Ikke inklusiv,226013,,Automat,Metallic,Svart,1987,98363797,,150,2 l,Se bilder
,2,Forhjulsdrift,15.01.2010,5,Bensin,Toyota Avensis,5,Norge,SU82918,Bruktbil til salgs,Personbil,139900,,125000,5239 Rådal,2010,165 g/km,,Stasjonsvogn,Inklusiv,136240,,Automat,,Svart,3660,98354435,,152,2 l,Grå
,1,Firehjulsdrift,21.03.2016,5,Elektrisitet,Tesla Model S,5,Norge,,Bruktbil til salgs,Personbil,675064,,37500,4639 Kristiansand,2016,,ALL WHEEL DRIVE,Kombi 5-dørs,Ikke inklusiv,669000,2 081 kg,Automat,,Svart,6064,96362561,,82,0 l,Sort skinn
,1,Forhjulsdrift,13.03.2012,5,Diesel,Audi A6,5,Norge,ZZ13084,Bruktbil til salgs,Personbil,289660,,151000,5217 Hagavik,2012,135 g/km,,Stasjonsvogn,Inklusiv,286000,1 650 kg,Automat,OOLONGGRÅ,Grå,3660,96390641,,163,2 l,
,,Forhjulsdrift,,5,Elektrisitet,Nissan Leaf,5,Norge,,Bruktbil til salgs,Personbil,169000,,39450,1472 Fjellhamar,2015,,,Kombi 5-dørs,Ikke inklusiv,,,Automat,Grå,Grå,Fritatt,98363804,,109,,Svart
,1,Forhjulsdrift,,5,Elektrisitet,Volkswagen Golf,5,Norge,EL97562,Bruktbil til salgs,Personbil,329000,,2000,8300 Svolvær,2017,,,Kombi 5-dørs,Inklusiv,328545,,Automat,,Hvit,455,98320890,,136,,
,2,Forhjulsdrift,16.06.2005,5,Diesel,Volvo V50,5,Norge,LS63262,Bruktbil til salgs,Personbil,46569,,206000,3220 Sandefjord,2006,132 g/km,,Stasjonsvogn,Inklusiv,45000,1 333 kg,Manuell,,Grå,1569,98362899,,109,"1,6 l",Grå
,,Forhjulsdrift,,2,Diesel,Citroen Berlingo,5,Norge,FT14412,Bruktbil til salgs,Varebil,30000,,198000,4515 Mandal,2005,,,Kasse,Ikke inklusiv,28954,,Manuell,,Rød,1046,98363539,,69,"1,9 l",
,1,Forhjulsdrift,22.04.2013,5,Bensin,Mazda CX-5,5,Norge,,Bruktbil til salgs,Personbil,239900,503 l,57000,2816 Gjøvik,2013,,,SUV/Offroad,Inklusiv,236240,1 315 kg,Manuell,Jet Black Mica,Svart,3660,98363710,,165,2 l,Sort
,1,Firehjulsdrift,03.08.2016,2,Diesel,Toyota Land Cruiser,5,Norge,,Bruktbil til salgs,Varebil,559000,,25000,3170 Sem,2016,,,Kasse,Ikke inklusiv,557013,2 175 kg,Automat,Svart met.,Svart,1987,98363627,,177,"2,8 l",Mørkt Skinn
,,Forhjulsdrift,10.07.2015,5,Bensin,Toyota Avensis,5,Norge,,Bruktbil til salgs,Personbil,269000,543 l,26069,3170 Sem,2015,,,Stasjonsvogn,Ikke inklusiv,262936,1 390 kg,Manuell,Hvit,Hvit,6064,98363606,,132,"1,6 l",Mørkt
,1,Firehjulsdrift,02.07.2010,5,Diesel,Toyota RAV4,5,Norge,HZ28343,Bruktbil til salgs,Personbil,159000,,222500,2640 Vinstra,2010,,,SUV/Offroad,Ikke inklusiv,155340,1 595 kg,Manuell,Blå,Blå,3660,98363622,,150,"2,2 l",Beige
,,Forhjulsdrift,31.08.2016,3,Diesel,Toyota Proace,5,Norge,,Bruktbil til salgs,Varebil,245000,,22000,3170 Sem,2016,,,Kasse,Ikke inklusiv,243013,1 533 kg,Manuell,Sølv met.,Sølv,1987,98363592,,116,"1,6 l",Mørkt
,4,Firehjulsdrift,13.01.2003,5,Bensin,Suzuki Liana,5,Norge,DK53554,Bruktbil til salgs,Personbil,29990,,201000,1367 Snarøya,2003,197 g/km,,Stasjonsvogn,Ikke inklusiv,28421,1 220 kg,Automat,,Blå,1569,98363190,,106,"1,6 l",
,,Bakhjulsdrift,26.01.2012,3,Diesel,Ford Transit,6,Norge,DN82946,Bruktbil til salgs,Varebil,179900,,60600,3550 Gol,2012,,,Kasse,Ikke inklusiv,178645,2 158 kg,Manuell,,Hvit,1255,98363443,,155,"2,2 l",Blå/grå
,1,Firehjulsdrift,14.01.2013,5,Bensin,BMW 3-serie,4,Norge,,Bruktbil til salgs,Personbil,365000,480 l,47800,6018 Ålesund,2013,,,Sedan,Ikke inklusiv,361340,1 490 kg,Automat,Mineral Grau,Grå,3660,88465736,"379 000,-",184,2 l,Stoff Leder Antrasitt
,7,Firehjulsdrift,21.05.2004,5,Diesel,BMW X5,5,Norge,RJ33865,Bruktbil til salgs,Personbil,151569,,197000,7041 Trondheim,2004,250 g/km,xDrive,SUV/Offroad,Inklusiv,150000,2 105 kg,Automat,Titansølv,Sølv,1569,98362679,,218,3 l,Sort
,5,Bakhjulsdrift,20.10.1998,3,Diesel,Volkswagen LT,2,Norge,RH65388,Bruktbil til salgs,Varebil,66046,,198000,4318 Sandnes,1999,,,Pickup,Inklusiv,65000,1 995 kg,Manuell,,Hvit,1046,98363131,,102,"2,5 l",
,3,Bakhjulsdrift,17.10.2002,2,Bensin,Mercedes-Benz SL,2,Norge,PX42644,Bruktbil til salgs,Personbil,169990,,68000,4620 Kristiansand,1990,,,Cabriolet,,168421,1 736 kg,Automat,Bergunder rød metallic,Rød,1569,97916152,,231,3 l,Vin rød
,1,Forhjulsdrift,30.12.2015,5,Bensin,Skoda Rapid Spaceback,5,Norge,RL21738,Bruktbil til salgs,Personbil,169000,,9598,4027 Stavanger,2016,107 g/km,,Kombi 5-dørs,Inklusiv,,1 085 kg,Manuell,Topaz brun metallic,Brun,Fritatt,96331533,,90,1 189 l,Sort
,1,Forhjulsdrift,13.05.2014,5,Diesel,Volvo V40,5,Norge,UA34042,Bruktbil til salgs,Personbil,209000,335 l,39523,6823 Sandane,2014,,,Kombi 5-dørs,Inklusiv,202936,1 291 kg,Manuell,Elektric Silver Met. 477,Grå,6064,98363358,,114,"1,6 l",Sort
,,Forhjulsdrift,18.10.2012,5,Diesel,Mercedes-Benz A-Klasse,5,,BD79459,Auksjon,Personbil,129660,,106834,3170 Sem,2013,,,Kombi 5-dørs,Ikke inklusiv,,1 400 kg,Automat,Rød,Rød,3660,98363349,,109,1 796 l,
,2,Bakhjulsdrift,27.09.2012,2,Bensin,BMW Z4,2,Norge,AS34062,Bruktbil til salgs,Personbil,360000,,31050,1743 Klavestadhaugen,2012,159 g/km,sDrive,Cabriolet,Inklusiv,356340,1 420 kg,Automat,Black Sapphire Metallic,Svart,3660,80532692,,184,2 l,Svart skinn
,,Firehjulsdrift,01.01.2011,3,Diesel,Volkswagen Transporter,,Norge,NF51606,Bruktbil til salgs,Varebil,148900,,160000,3322 Fiskum,2012,214 g/km,,Kasse,Inklusiv,,,Manuell,,Hvit,Fritatt,98362920,,140,2 l,
,2,Forhjulsdrift,18.04.2007,5,Diesel,Skoda Octavia,5,Norge,CV47925,Bruktbil til salgs,Personbil,62660,,206000,2344 Ilseng,2007,156 g/km,,Stasjonsvogn,Ikke inklusiv,59000,1 365 kg,Automat,,Beige,3660,96404916,,105,"1,9 l",
,1,Forhjulsdrift,06.05.2009,5,Diesel,Toyota Auris,5,Norge,YU40339,Bruktbil til salgs,Personbil,119000,355 l,110464,8400 Sortland,2009,,,Kombi 5-dørs,Ikke inklusiv,115340,1 285 kg,Automat,,Sølv,3660,98363318,,90,"1,4 l",
,,Forhjulsdrift,06.05.2014,5,Diesel,Volvo V40,5,Norge,,Bruktbil til salgs,Personbil,227000,335 l,44304,2827 Hunndalen,2014,,,Kombi 5-dørs,Ikke inklusiv,220936,1 291 kg,Manuell,Bright silver met.,Sølv,6064,98363275,,114,"1,6 l",Grå
,2,Firehjulsdrift,10.01.2008,5,Diesel,Toyota RAV4,5,Norge,HZ26988,Bruktbil til salgs,Personbil,149000,,166280,2640 Vinstra,2008,,,SUV/Offroad,Ikke inklusiv,145340,1 590 kg,Manuell,Sølv,Sølv,3660,98363268,,136,"2,2 l",Sort
,,Forhjulsdrift,14.10.2011,5,Diesel,Audi A4,5,Norge,PD39538,Bruktbil til salgs,Personbil,189000,,109700,4839 Arendal,2011,,,Stasjonsvogn,Ikke inklusiv,185340,1 530 kg,Manuell,ISSØLV,Sølv,3660,98363263,,120,2 l,SORT/SORT/SORT
,6,Firehjulsdrift,10.09.1997,5,Diesel,Mitsubishi Pajero,,Norge,FS79357,Bruktbil til salgs,Personbil,34569,,443000,7336 Meldal,1998,,,SUV/Offroad,Inklusiv,33000,1 980 kg,Manuell,,Hvit,1569,98362729,,99,"2,5 l",Grå
,7,Firehjulsdrift,06.10.2004,6,Bensin,Cadillac Escalade,,Norge,CF28961,Bruktbil til salgs,Personbil,269000,,136500,4274 Stol,2004,,,SUV/Offroad,Ikke inklusiv,267431,2 500 kg,Automat,,Sølv,1569,97669392,,345,6 l,Brun
,,Firehjulsdrift,13.01.2017,5,Bensin,MINI Countryman,3,Norge,BT56715,Bruktbil til salgs,Personbil,489000,450 l,9000,0511 Oslo,2017,,,SUV/Offroad,Ikke inklusiv,482936,1 455 kg,Manuell,Light White,Hvit,6064,98363110,,136,"1,5 l",Antrasitt
,,Bakhjulsdrift,16.03.1987,9,Bensin,Chevrolet Beauville,4,Norge,KF10689,Bruktbil til salgs,Personbil,19000,,60458,5514 Haugesund,1987,,,Flerbruksbil,Ikke inklusiv,,,Automat,Tofarget blå og grå,Blå,Fritatt,98362925,,0,0 l,blå
,2,Forhjulsdrift,01.07.2013,5,Diesel,Toyota RAV4,5,Norge,VH53703,Bruktbil til salgs,Personbil,209660,,110400,7045 Trondheim,2013,127 g/km,,SUV/Offroad,Ikke inklusiv,206000,1 535 kg,Manuell,,Grønn,3660,93985974,,124,2 l,
,2,Firehjulsdrift,02.07.2006,5,Diesel,Toyota RAV4,5,Norge,KH42470,Bruktbil til salgs,Personbil,99999,,186000,7300 Orkanger,2006,185 g/km,,SUV/Offroad,Inklusiv,96339,1 595 kg,Manuell,,Grå,3660,96261695,,177,"2,2 l",Svart
,,Bakhjulsdrift,14.10.2014,5,Diesel,Jaguar XF,5,Norge,,Bruktbil til salgs,Personbil,429000,,71000,3511 Hønefoss,2013,,,Stasjonsvogn,Ikke inklusiv,425340,1 769 kg,Automat,,Hvit,3660,98363035,,200,,
